3808	122	8923
817	230	9215
9771	140	755
2520	12	7007
11385	200	4695
7592	199	5038
9713	68	385
4907	3	4177
14057	10	888
6472	157	9885
12545	5	9393
10787	95	3931
347	14	142
11806	96	8499
526	86	4089
7252	10	5017
10394	129	14190
9481	68	11603
558	172	10394
8580	10	9147
7518	3	6485
12565	191	8538
14169	137	2003
8186	9	3756
8303	149	2228
6486	115	10013
2019	149	11894
10065	59	8135
12332	96	8499
561	176	5134
11639	189	10394
7948	191	11869
686	50	10169
10614	89	10695
8448	6	2755
12590	96	12984
4914	3	13515
5338	73	10394
122	68	5658
9747	166	10801
12300	13	8117
933	73	10394
9577	10	4841
3890	9	3457
14247	85	7793
12227	12	13391
13121	100	9994
13846	138	10537
11528	166	440
1224	78	10537
6532	108	8347
12008	211	2390
8688	106	3793
7639	11	5170
7819	68	315
1857	180	13126
4712	12	5575
8800	68	10760
1236	50	10169
1768	13	6822
7903	10	11250
10065	59	8993
330	200	11687
3869	73	6530
1005	50	10169
8102	201	4028
5938	148	3682
4753	154	9755
8656	59	1031
3980	95	3931
6840	191	733
8701	12	8976
1506	50	10169
9240	85	4499
8169	50	10169
5613	157	13340
4076	186	8667
2425	47	13223
2973	33	7699
3800	85	8922
5123	95	3931
1742	189	8863
11844	44	2089
5215	4	13418
11160	96	10394
1935	50	10169
5150	96	5838
10525	86	4355
8139	188	5838
7112	85	8435
3077	213	4212
8937	68	10525
2453	59	4953
11767	47	5421
14070	178	11084
9253	85	2296
2351	228	4355
11388	10	9987
14078	9	11996
11129	73	11502
6116	89	3996
8916	150	9963
406	30	8379
14473	13	3747
12720	121	14193
10247	230	12672
1932	104	11353
8673	3	1572
2764	148	5613
1569	150	628
69	96	11515
7213	68	8317
7701	140	74
14258	126	14258
12895	176	9798
5045	155	13339
8500	154	11228
4304	191	1370
13778	128	12102
7292	11	9598
9955	102	12667
8258	39	10537
1810	56	1964
11954	19	8082
6675	11	12350
11619	11	1708
6914	191	1370
3653	5	2484
12626	96	7396
8689	177	7759
1647	199	5038
406	11	10671
8212	3	10167
12805	191	11251
7168	109	8356
983	162	4091
12726	190	7450
7100	95	3931
8566	11	11038
2706	10	2000
2842	10	2394
11665	85	9771
5220	2	5169
8164	9	10873
3372	68	11768
9774	149	10102
13514	10	5418
10037	100	11496
6187	3	11807
3866	203	8351
11316	165	13392
11756	86	9924
639	14	2366
2213	10	13948
10916	33	14005
2323	9	8669
11338	117	7105
14204	50	10169
10433	68	9872
1835	85	8435
12593	96	2010
4951	183	13400
10298	73	10394
5960	11	3959
440	163	10530
3207	228	4089
5874	164	4589
11829	88	3087
2621	10	6537
12681	96	6538
13508	96	12984
6923	158	3467
3471	9	10958
5562	68	5659
7847	10	3615
3366	159	2574
1412	32	4849
6941	12	4559
6611	129	13989
14490	9	10349
14242	162	6598
4432	27	8483
12680	9	9459
7955	9	6822
12123	190	10377
8658	3	6366
8579	206	2261
11649	89	4942
3284	215	5167
11361	6	10440
13488	149	2245
9838	115	6864
2445	189	4208
7921	60	7921
513	149	13510
12540	3	11800
4970	6	5551
451	10	12727
7661	192	12094
9931	230	6637
11172	10	11076
12028	149	13491
7727	13	13940
10051	171	2594
12347	96	10394
5855	149	3669
4294	3	11805
7764	10	11324
11812	73	9788
2441	186	5422
8051	10	6785
735	92	9569
14242	162	1420
338	188	10394
13940	3	1664
8921	191	4443
757	10	8295
7514	9	4291
13441	200	3986
11806	96	7105
8920	230	4667
12537	3	7588
4964	190	929
12486	4	6048
9675	10	9015
854	100	11706
2628	32	5591
7260	68	5123
1761	59	4644
401	68	2001
8572	19	4427
13754	129	14424
3278	47	1252
11138	68	6170
424	9	8117
8673	3	8433
11983	10	3755
2169	191	1267
2883	196	7838
1351	4	8903
3682	158	9536
8698	85	6420
11023	93	701
6831	4	3140
10394	124	11249
1505	60	1505
8383	203	9131
2545	95	3931
477	165	13402
911	68	7859
9585	188	9788
4723	3	3960
3961	86	4355
11952	3	13727
13481	9	4334
4555	186	8667
1932	104	10772
12450	149	2750
7304	85	4658
12557	5	11104
6556	85	13467
9446	109	6662
5267	96	4477
6714	100	755
13915	50	10169
1475	24	10965
13603	158	11847
65	93	3477
11807	13	10587
9759	52	5183
12144	89	4942
6273	230	1636
11397	74	4691
1919	12	10661
9369	231	11348
11164	96	8483
12628	96	11502
4750	10	11557
4920	3	1317
349	50	10169
4401	3	10045
5613	154	5558
7016	189	4208
3898	156	7652
7648	188	9788
305	159	11209
3668	85	9771
3267	113	9326
13331	191	12399
3491	11	7457
4150	216	13026
6314	210	9988
6795	96	440
4947	186	8667
3852	11	13959
9604	166	3808
337	11	11778
8775	149	610
12958	129	11918
746	73	10394
5596	199	11687
9278	186	8667
11414	4	10221
1321	50	10169
3544	180	11926
1320	202	12320
10865	3	5821
8112	3	11701
9091	12	6300
2115	9	10584
12049	8	3185
3184	92	13275
9259	41	8341
5855	149	2753
894	9	10612
9646	211	5136
4840	11	12042
8273	33	6348
9649	233	4434
12816	140	4781
977	156	416
12811	14	1318
982	5	11104
12170	73	10394
2684	68	7341
1205	5	1231
8344	129	13701
9326	108	8070
8249	211	2390
10388	187	6930
8328	215	5167
7844	52	8790
9238	158	13339
6867	189	4208
11236	171	3962
2804	58	8485
5196	183	10130
2681	158	11847
7306	5	10571
9679	9	10282
3650	96	10394
1702	93	5577
6919	70	5381
6598	166	9103
10577	3	13239
6952	108	8232
6141	7	8702
977	154	3711
1701	167	13392
12976	9	11876
2405	72	5180
120	188	10394
119	186	8667
9088	165	13403
13952	14	8342
13217	162	10304
2383	158	6923
12489	96	8483
4486	13	12011
11515	165	901
6184	88	9432
10139	93	12297
11989	129	13464
10059	96	12887
905	33	13577
5714	80	3962
10548	92	6847
3962	216	13012
5860	191	9756
10045	13	4920
11469	230	2088
7811	68	5959
6487	50	10169
9620	227	14315
13125	85	6261
1777	140	11814
10012	92	8049
3865	168	10537
9457	10	8393
12011	4	7248
854	11	4413
8127	12	8770
10786	99	4521
4543	10	2888
3723	12	3722
3725	224	11348
14023	13	3738
585	8	5044
654	149	3548
4560	12	7907
1206	129	1158
2233	10	6165
9717	109	8356
4822	10	13318
5668	10	8804
5373	4	662
8345	199	3986
10699	125	13684
4671	70	8866
6033	190	266
1069	199	4695
10282	3	8332
12825	190	12057
4357	53	10085
6538	165	13389
6923	158	11850
5392	73	5838
10582	3	4676
429	191	11251
12839	6	10218
5537	11	9297
11720	11	341
3067	9	11410
4571	9	7086
2820	9	3597
6472	157	11849
13293	8	7709
8373	149	13963
8853	10	1744
9806	129	14448
5613	158	6338
6273	228	4355
950	36	6639
5619	13	5257
12081	106	9545
8476	100	7169
2647	35	14034
2682	83	9573
1087	176	5134
3579	12	3617
8782	183	12851
5981	99	1107
1724	188	10394
4164	59	7694
6983	9	11662
13340	158	7860
3650	85	8435
7371	87	9726
10440	12	2529
10955	201	3296
3811	12	6148
4837	196	7838
1978	196	7838
1817	212	8872
6165	11	2327
14325	236	7577
6018	9	12149
7441	102	10300
5246	7	10784
1685	58	5730
8650	48	5877
11473	73	9088
8938	108	12793
1920	191	13728
2327	80	3962
14152	127	12947
5613	154	6059
7625	157	5613
6551	137	8526
7316	100	12053
6127	39	10537
11514	191	159
486	12	6450
2312	32	6271
6822	3	827
12227	10	14425
7478	99	7496
5215	4	13510
9121	191	1370
6734	40	9422
1087	34	211
7131	201	1202
3653	5	8448
13553	96	13185
9951	191	11858
2613	10	425
13674	128	13675
1312	216	6378
13936	95	3931
10355	3	11806
11747	149	9733
8817	186	5422
1807	188	10394
14369	149	1577
10709	96	6122
2745	189	11992
9031	13	5939
8677	3	2026
1358	203	9837
8433	96	440
11049	85	9093
13100	140	7309
7024	31	7681
1491	10	1036
5373	4	11891
11424	96	11443
8229	128	7806
8010	199	4695
4096	109	5545
11160	73	10394
10002	115	121
7414	191	4398
5275	4	5074
10144	80	9934
10363	166	8483
8467	92	7769
11094	191	6123
13328	57	8445
10194	86	4355
8669	3	4864
2804	59	158
7151	86	4411
6875	183	12969
8103	9	12552
7218	129	8278
8024	191	6123
2546	9	10042
3239	12	2394
2681	156	4927
7721	176	2468
4955	3	10264
7184	68	11008
2905	149	2953
13076	92	752
7306	3	4179
1145	86	4355
3682	154	2278
6584	85	4499
11934	11	13145
10570	89	10097
13401	3	1240
13387	162	10304
13022	204	4849
982	5	5358
4345	200	4695
11862	199	3986
8689	177	1167
6676	4	2701
12306	16	5216
13449	186	5422
5690	12	8051
2059	23	8082
12483	66	2179
6512	210	8957
1837	46	10537
703	9	9516
14335	126	14335
1572	13	1045
2213	191	4398
13003	96	5838
1550	189	14420
11412	5	10586
7098	209	3021
8869	12	6321
10705	14	5814
9516	3	6540
11088	166	10560
8412	199	3986
9242	159	663
10282	4	12685
5279	149	2843
2181	9	10584
13119	80	11264
4781	13	10867
11188	92	5461
7306	3	7741
9528	9	1205
4102	108	8065
1586	145	11316
5682	205	7236
8070	128	12901
407	191	923
9652	158	4851
12684	186	5422
12719	96	12887
4302	59	13436
14446	58	4584
11696	22	9788
9990	188	10394
5319	178	9992
7205	202	5265
10344	3	11124
986	152	7872
477	129	8974
7078	168	10537
2383	157	7872
4559	10	4561
10451	89	10656
3181	9	12557
10046	96	7127
3969	166	5838
12323	183	1103
7942	73	477
8381	9	4666
1031	10	10774
7639	11	11756
7580	191	10490
9885	158	13339
2441	68	5121
5587	93	8283
6734	40	14409
4924	190	14371
5198	10	4745
10037	100	9776
10218	10	2842
10259	6	4340
14000	106	8352
4932	9	4760
13401	3	14024
698	52	2856
12464	96	9893
5048	10	7272
2703	33	4582
14257	68	12472
913	78	10537
13169	196	7838
5045	157	9875
3160	190	12237
12095	118	9788
4763	79	4712
5913	86	4355
3734	59	7460
6045	10	645
10349	3	3193
977	158	2330
14132	23	2120
8648	73	8075
9771	140	3569
2707	9	11181
7828	189	2525
13536	115	7030
4305	4	8449
3003	212	3378
8161	164	4588
3193	13	12554
12687	9	12547
701	100	4779
1848	189	12233
7396	129	9496
3579	11	3960
3615	10	3617
2578	10	3045
4119	96	11316
12475	9	5370
12857	13	12540
10312	105	12697
7421	96	7127
9484	152	977
4878	8	12343
11691	96	5623
8149	6	3724
9517	158	10932
230	151	2635
7757	133	10537
7812	128	13997
1235	168	10537
7942	96	13185
11443	163	14238
650	115	3888
5684	14	7767
2857	148	3682
11389	89	11315
2560	224	11348
9820	196	7838
10419	9	3585
2651	10	10922
1924	12	6278
9589	96	5623
10876	152	13339
6554	78	10537
9788	129	3301
11687	209	6686
5538	14	13789
1188	12	10037
8334	10	7252
10394	124	13538
12066	105	10162
4635	52	3458
12538	3	7567
8225	188	4460
8855	13	9540
12575	4	8198
8075	236	7577
7943	85	823
12081	106	9863
6850	85	8435
11796	129	14398
2708	148	11847
2370	9	12551
7705	188	10394
10394	124	13771
1989	62	13255
6336	15	2671
6499	154	1953
3671	86	4089
14035	9	8446
12203	211	8872
10579	190	811
5972	10	9761
8365	12	5474
7178	200	5038
13972	191	10490
13028	214	2285
2145	173	9087
14330	166	5702
12748	20	12057
6530	129	1985
8580	10	9457
4509	190	3851
2857	191	10511
10182	199	3986
1274	5	1038
8347	137	8060
7107	85	8435
11052	9	10612
9704	85	9093
222	191	11858
387	52	9811
7306	3	12514
14008	11	1883
532	189	10295
3566	4	1027
8174	186	8667
2848	191	733
7184	10	12404
11724	149	7308
3062	191	13865
7145	68	6995
11825	79	5617
8399	9	1244
10895	52	8218
12540	3	828
11977	225	1080
12167	127	12947
1860	33	1734
79	12	6697
248	68	14246
69	85	4542
7566	10	7801
2120	129	14160
12214	152	8500
5517	188	10394
9788	129	14497
385	96	9088
3064	190	2389
7872	156	8818
3284	200	5038
9774	149	2221
3427	100	10544
569	10	6967
6078	68	5165
4571	10	3723
4990	95	3931
9731	73	11989
3723	10	13944
2345	183	2422
7530	86	4355
9905	129	13644
9259	203	1759
4290	3	1452
3302	191	11858
5808	155	3344
11661	230	11363
14400	158	2669
7870	210	8957
874	55	874
10346	5	12842
7965	3	11007
3903	187	4355
5606	183	2877
4740	86	6930
8092	7	13956
7846	96	6530
13075	96	9145
14093	78	10537
11489	75	9788
8638	219	7753
4303	12	6388
9229	191	10490
12595	96	12147
5137	212	8872
5912	156	2727
11283	178	8534
6606	96	9792
5488	157	12307
5180	11	6104
4179	96	8495
8689	177	9001
9884	93	7968
1296	5	1255
4938	96	10394
4307	157	11847
3725	10	3849
11623	200	4695
4567	10	7907
7032	68	8540
760	87	3388
12132	96	10801
13278	47	11454
8313	85	9771
10703	127	12947
9788	129	11696
11849	157	308
67	96	523
7442	96	3149
6721	188	9788
8495	176	5134
3947	141	2290
4928	190	14336
2567	57	1124
10689	85	8687
6556	83	9573
6537	191	11858
1696	140	10772
5611	83	9573
11076	12	8295
7009	196	7838
814	60	814
7004	10	9566
12200	212	4309
7751	96	10394
311	52	9681
2890	196	7838
4574	180	5462
8448	6	9911
6506	89	11315
10908	53	7230
1117	191	1254
7191	68	5002
7877	12	8454
7872	154	2199
4917	96	8896
6239	10	5208
9880	38	4432
11431	225	97
1815	159	2407
7594	191	4398
308	155	5808
5623	140	11573
612	14	12910
10680	10	8563
3202	50	10169
12467	96	8499
12337	6	8906
8709	149	6502
9518	166	2068
3759	12	12475
8301	50	10169
5445	11	3661
12130	148	11847
9577	12	1544
1245	4	12449
11915	32	2262
10728	50	10169
9355	181	10394
8892	149	6114
5613	158	13343
6603	183	2366
8555	211	4309
11088	166	619
13010	214	11441
5978	191	326
5170	14	756
1915	148	6499
4342	5	1231
3274	11	14092
4956	3	13953
14295	50	10169
4117	190	2972
8689	106	8568
7514	10	2755
4702	115	2133
8443	80	14169
10525	89	10656
5216	148	5613
11727	186	8667
11787	86	4089
6746	40	3538
3171	188	10394
12575	5	9395
12638	96	8882
888	10	14057
12666	44	14313
2970	32	2077
9788	163	10667
8689	177	4513
3490	144	12360
2499	191	1259
5599	59	9769
12748	165	1429
3846	90	448
7505	171	11926
10601	188	10394
4599	192	7885
1460	85	6468
6092	200	3986
6943	85	9093
11410	4	10680
265	50	10169
3750	11	10152
11418	202	4978
10661	10	1942
3440	168	10537
13996	131	4269
9661	212	7098
11284	93	701
9767	10	4712
10970	88	10557
10634	73	5623
852	180	445
13340	157	8371
2189	50	10169
1445	219	9222
4565	12	1939
7051	230	1220
2804	59	4571
1722	154	13334
9549	180	12744
557	23	2120
977	154	178
5682	50	10169
11249	129	14138
4112	158	2808
4438	199	3986
8689	47	7666
3884	196	7838
6618	58	2071
5098	9	11342
12529	11	612
3984	68	5509
2662	188	9788
1762	56	9988
8237	191	11251
3269	10	5427
859	129	8609
9791	58	4527
6102	188	10394
8500	156	2909
9374	93	5444
3415	98	5559
1522	191	13865
8676	3	6317
12453	159	2830
10908	53	9077
9932	201	883
11	129	2152
4458	68	10884
9788	129	7450
11118	89	4942
13182	3	14246
10281	29	13253
7575	96	11443
8165	95	3931
8986	11	4917
8434	95	3931
9219	12	10452
8979	200	5038
13281	191	1370
7259	148	2681
12811	13	5339
4310	209	12047
7306	4	8342
8921	190	11925
2348	12	6697
7316	100	9425
10612	4	12193
10633	3	4941
3021	203	8351
2111	115	4726
11154	9	3585
9614	85	1719
6621	23	8082
5912	157	977
12259	149	6585
514	68	3953
1967	10	5560
10065	59	1354
748	12	531
14243	161	11502
10831	9	1045
11221	96	8499
5717	96	9788
10855	15	13171
12547	5	11109
779	149	1493
4392	156	8171
1425	9	6831
4666	3	4810
1611	108	2958
4503	176	5134
11426	19	11635
1893	199	11687
9231	191	4398
12576	222	4080
13459	6	5228
10440	12	8164
5424	50	10169
7659	129	10505
9172	93	8283
10399	4	10916
1094	52	11024
7193	191	4398
6850	92	1650
1249	191	3214
10004	145	6124
12201	188	4460
3114	144	3092
7132	129	7183
5822	68	9172
11849	157	12307
4291	5	1038
12468	96	477
10255	13	12540
4444	186	8667
12798	129	13557
2254	121	12064
3021	211	8662
12575	5	11826
8054	10	6133
9780	12	8127
1696	140	7865
11909	39	10537
10145	189	3962
454	9	1268
4712	10	5452
12383	89	11315
4807	85	1555
8771	186	8667
954	8	1421
10394	129	13431
14035	68	4222
2248	93	701
2213	190	3962
12034	85	4499
823	140	10461
5651	10	5454
10655	183	450
9439	148	6338
8866	85	8922
5352	7	10403
12209	7	3841
3063	203	1761
8674	10	9927
10527	9	4680
10244	199	5038
12811	86	6930
4097	109	6771
6574	154	1927
5038	209	9740
620	185	9176
187	147	1243
3671	85	1777
7838	184	8359
6018	191	13865
6261	140	549
10499	227	1712
4469	55	4469
3384	68	4950
1859	59	13275
13242	230	3239
839	100	1880
4605	9	12551
7917	9	3483
1248	115	790
3645	233	8503
13523	80	1131
10789	96	10394
12558	3	7641
12538	3	4807
2556	191	4398
6257	11	5005
726	68	11270
7587	4	1807
12863	12	4090
2550	196	1553
6387	232	8041
9457	68	11490
8817	191	1370
9955	218	8510
9258	12	3558
6254	140	7457
4894	206	11060
4582	189	704
4482	154	13919
6705	187	6930
703	100	3872
1317	14	1605
11543	200	5038
9604	166	5178
13060	14	4254
12894	49	5523
4188	201	1839
9386	9	11242
9760	12	8674
7306	3	3632
10248	96	7127
2701	9	5215
8350	128	7660
3047	47	13399
13595	68	72
9846	110	9991
6715	100	12146
11312	96	2195
8804	10	10168
10702	96	8572
3258	200	4695
10994	4	6359
10894	63	10537
9189	122	981
11081	73	10394
13589	149	7645
3903	10	8906
12587	191	11869
13185	163	13220
11030	89	10695
11224	11	11787
10799	9	13401
5167	204	9455
6832	9	6521
14490	11	10194
13706	128	13703
7841	9	7965
13418	191	1259
2546	68	6571
9897	191	4512
13940	3	6181
5613	156	3970
361	115	8933
12557	3	12268
7565	12	7566
9203	10	8785
3240	149	1054
11999	159	3854
8473	96	571
5213	10	2578
11911	105	9619
9842	57	1155
13888	129	14207
7851	89	490
10702	13	13401
1288	102	7854
8892	149	2707
7667	154	14503
2134	200	11687
12550	3	9321
225	187	4355
7803	189	12957
4379	55	4379
14429	168	2179
1484	190	2120
5776	169	6766
7491	11	13959
8746	192	11222
12661	11	8041
8976	10	9063
10496	78	10537
12894	12	7547
14148	127	12947
4557	10	2394
2931	191	10490
2663	196	7838
10788	14	7848
12329	191	4443
2903	188	9788
12538	5	9387
12411	96	11511
6105	189	14220
13665	129	14037
13488	149	8338
5482	74	11770
9534	140	6002
4603	209	7163
6533	191	733
9830	58	7655
2134	199	3986
8886	9	11340
5017	189	7324
12066	105	2511
1629	108	8339
12827	9	8431
7703	50	10169
1696	140	5154
7031	68	7494
2779	9	13401
3883	9	10612
8563	11	3189
4124	149	2844
12765	6	3048
3325	63	10537
526	14	10891
8476	100	7114
12605	96	7127
2120	137	7885
8689	177	5501
5415	159	11824
10869	3	2996
13469	162	8943
4480	12	9203
4630	68	12810
927	155	5613
7857	137	8526
1501	96	5689
10631	85	8922
157	188	10394
12626	96	11316
12531	6	8188
